"Transaction ID","User ID","Product ID","Rating","Review","Timestamp"
"TRANS128","USER002","PROD015","4","I bought this Post-it Notes for everyday use and it's been a great purchase. The notes are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-10-15 10:00:00" 
"TRANS129","USER002","PROD017","4","I recently purchased this G-Tec-C4 Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-10-20 12:00:00" 
"TRANS130","USER002","PROD019","5","I just got my 9000 Graph Pencil and I'm loving it! The pencil is sharp and the design is comfortable to hold. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-10-25 14:00:00" 
"TRANS131","USER002","PROD021","4","I bought this Triplus Ballpoint Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-11-01 10:00:00" 
"TRANS132","USER002","PROD023","4","I recently purchased this EnerGel Deluxe Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-11-05 12:00:00" 
"TRANS133","USER002","PROD025","5","I just got my Signo UM-151 Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-11-10 14:00:00" 
"TRANS134","USER002","PROD027","4","I bought this Wooden Pencil Case for everyday use and it's been a great purchase. The case is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Highly recommend!", "2020-11-15 10:00:00" 
"TRANS135","USER002","PROD029","4","I recently purchased this Post-it Flags and I'm really impressed with the quality. The flags are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-11-20 12:00:00" 
"TRANS136","USER002","PROD003","4","I bought this Gel Ink Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-11-25 14:00:00" 
"TRANS137","USER002","PROD005","5","I just got my Triplus Fineliner Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-12-01 10:00:00" 
"TRANS138","USER002","PROD009","4","I recently purchased this EnerGel Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-12-05 12:00:00" 
"TRANS139","USER002","PROD011","4","I bought this Signo UM-151 Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-12-10 14:00:00" 
"TRANS140","USER002","PROD013","5","I just got my Bamboo Pencil Case and I'm loving it! The design is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Definitely worth the investment!", "2020-12-15 10:00:00" 
"TRANS141","USER002","PROD015","4","I recently purchased this Post-it Notes and I'm really impressed with the quality. The notes are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-12-20 12:00:00" 
"TRANS142","USER002","PROD017","4","I bought this G-Tec-C4 Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-12-25 14:00:00" 
"TRANS143","USER002","PROD019","5","I just got my 9000 Graph Pencil and I'm loving it! The pencil is sharp and the design is comfortable to hold. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-01-01 10:00:00" 
"TRANS144","USER002","PROD021","4","I recently purchased this Triplus Ballpoint Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-01-05 12:00:00" 
"TRANS145","USER002","PROD023","4","I bought this EnerGel Deluxe Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-01-10 14:00:00" 
"TRANS146","USER002","PROD025","5","I just got my Signo UM-151 Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-01-15 10:00:00" 
"TRANS147","USER002","PROD027","4","I recently purchased this Wooden Pencil Case and I'm really impressed with the quality. The case is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Highly recommend!", "2021-01-20 12:00:00" 
"TRANS148","USER002","PROD029","4","I bought this Post-it Flags for everyday use and it's been a great purchase. The flags are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-01-25 14:00:00" 
"TRANS149","USER002","PROD003","4","I recently purchased this Gel Ink Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-02-01 10:00:00" 
"TRANS150","USER002","PROD005","5","I just got my Triplus Fineliner Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-02-05 12:00:00" 
"TRANS151","USER002","PROD009","4","I bought this EnerGel Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-02-10 14:00:00" 
"TRANS152","USER002","PROD011","4","I recently purchased this Signo UM-151 Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-02-15 10:00:00" 
"TRANS153","USER002","PROD013","5","I just got my Bamboo Pencil Case and I'm loving it! The design is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Definitely worth the investment!", "2021-02-20 12:00:00" 
"TRANS154","USER002","PROD015","4","I bought this Post-it Notes for everyday use and it's been a great purchase. The notes are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-02-25 14:00:00" 
"TRANS155","USER002","PRO D017","4","I recently purchased this G-Tec-C4 Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-03-01 10:00:00" 
"TRANS156","USER002","PROD019","5","I just got my 9000 Graph Pencil and I'm loving it! The pencil is sharp and the design is comfortable to hold. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-03-05 12:00:00" 
"TRANS157","USER002","PROD021","4","I bought this Triplus Ballpoint Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-03-10 14:00:00" 
"TRANS158","USER002","PROD023","4","I recently purchased this EnerGel Deluxe Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-03-15 10:00:00" 
"TRANS159","USER002","PROD025","5","I just got my Signo UM-151 Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-03-20 12:00:00" 
"TRANS160","USER002","PROD027","4","I bought this Wooden Pencil Case for everyday use and it's been a great purchase. The case is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Highly recommend!", "2021-03-25 14:00:00" 
"TRANS161","USER002","PROD029","4","I recently purchased this Post-it Flags and I'm really impressed with the quality. The flags are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-04-01 10:00:00" 
"TRANS162","USER002","PROD003","4","I bought this Gel Ink Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-04-05 12:00:00" 
"TRANS163","USER002","PROD005","5","I just got my Triplus Fineliner Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-04-10 14:00:00" 
"TRANS164","USER002","PROD009","4","I recently purchased this EnerGel Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-04-15 10:00:00" 
"TRANS165","USER002","PROD011","4","I bought this Signo UM-151 Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-04-20 12:00:00" 
"TRANS166","USER002","PROD013","5","I just got my Bamboo Pencil Case and I'm loving it! The design is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Definitely worth the investment!", "2021-04-25 14:00:00" 
"TRANS167","USER002","PROD015","4","I recently purchased this Post-it Notes and I'm really impressed with the quality. The notes are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-05-01 10:00:00" 
"TRANS168","USER002","PROD017","4","I bought this G-Tec-C4 Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-05-05 12:00:00" 
"TRANS169","USER002","PROD019","5","I just got my 9000 Graph Pencil and I'm loving it! The pencil is sharp and the design is comfortable to hold. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2021-05-10 14:00:00" 
"TRANS170","USER002","PROD021","4","I recently purchased this Triplus Ballpoint Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2021-05-15 10:00:00"
"TRANS171","USER003","PROD003","4","I recently purchased this Gel Ink Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-01 10:00:00" 
"TRANS172","USER003","PROD005","5","I just got my Triplus Fineliner Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-01-05 12:00:00" 
"TRANS173","USER003","PROD009","4","I bought this EnerGel Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-10 14:00:00" 
"TRANS174","USER003","PROD011","4","I recently purchased this Signo UM-151 Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-15 10:00:00" 
"TRANS175","USER003","PROD013","5","I just got my Bamboo Pencil Case and I'm loving it! The design is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Definitely worth the investment!", "2020-01-20 12:00:00" 
"TRANS176","USER003","PROD015","4","I bought this Post-it Notes for everyday use and it's been a great purchase. The notes are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-25 14:00:00" 
"TRANS177","USER003","PROD017","4","I recently purchased this G-Tec-C4 Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-01 10:00:00" 
"TRANS178","USER003","PROD019","5","I just got my 9000 Graph Pencil and I'm loving it! The pencil is sharp and the design is comfortable to hold. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-02-05 12:00:00" 
"TRANS179","USER003","PROD021","4","I bought this Triplus Ballpoint Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-10 14:00:00" 
"TRANS180","USER003","PROD023","4","I recently purchased this EnerGel Deluxe Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-15 10:00:00" 
"TRANS181","USER003","PROD025","5","I just got my Signo UM-151 Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-02-20 12:00:00" 
"TRANS182","USER003","PROD027","4","I bought this Wooden Pencil Case for everyday use and it's been a great purchase. The case is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Highly recommend!", "2020-02-25 14:00:00" 
"TRANS183","USER003","PROD029","4","I recently purchased this Post-it Flags and I'm really impressed with the quality. The flags are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-01 10:00:00" 
"TRANS184","USER003","PROD003","4","I bought this Gel Ink Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-05 12:00:00" 
"TRANS185","USER003","PROD005","5","I just got my Triplus Fineliner Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-03-10 14:00:00" 
"TRANS186","USER003","PROD009","4","I recently purchased this EnerGel Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-15 10:00:00" 
"TRANS187","USER003","PROD011","4","I bought this Signo UM-151 Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-20 12:00:00" 
"TRANS188","USER003","PROD013","5","I just got my Bamboo Pencil Case and I'm loving it! The design is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Definitely worth the investment!", "2020-03-25 14:00:00" 
"TRANS189","USER003","PROD015","4","I recently purchased this Post-it Notes and I'm really impressed with the quality. The notes are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-01 10:00:00" 
"TRANS190","USER003","PROD017","4","I bought this G-Tec-C4 Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-05 12:00:00" 
"TRANS191","USER003","PROD019","5","I just got my 9000 Graph Pencil and I'm loving it! The pencil is sharp and the design is comfortable to hold. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-04-10 14:00:00" 
"TRANS192","USER003","PROD021","4","I recently purchased this Triplus Ballpoint Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-15 10:00:00" 
"TRANS193","USER003","PROD023","4","I bought this EnerGel Deluxe Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-20 12:00:00" 
"TRANS194","USER003","PROD025","5","I just got my Signo UM-151 Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-04-25 14:00:00" 
"TRANS195","USER003","PROD027","4","I recently purchased this Wooden Pencil Case and I'm really impressed with the quality. The case is stylish and the quality is great. I've been using it for school and work and it's been performing flawlessly. Highly recommend!", "2020-05-01 10:00:00" 
"TRANS196","USER003","PROD029","4","I bought this Post-it Flags for everyday use and it's been a great purchase. The flags are sticky and the design is colorful. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-05 12:00:00" 
"TRANS197","USER003","PROD003","4","I recently purchased this Gel Ink Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-10 14:00:00" 
"TRANS198","USER003","PROD005","5","I just got my Triplus Fineliner Pen and I'm loving it! The ink is vibrant and the tip is precise. I've been using it for art and writing and it's been performing flawlessly. Definitely worth the investment!", "2020-05-15 10:00:00" 
"TRANS199","USER003","PROD009","4","I bought this EnerGel Pen for everyday use and it's been a great purchase. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-20 12:00:00" 
"TRANS200","USER003","PROD011","4","I recently purchased this Signo UM-151 Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-25 14:00:00"
"TRANS201","USER004","PROD001","4","I recently purchased this 4K UHD Smart TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-01 10:00:00" 
"TRANS202","USER004","PROD006","5","I just got my AirPods Pro and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-01-05 12:00:00" 
"TRANS203","USER004","PROD012","4","I bought this VivoBook Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-10 14:00:00" 
"TRANS204","USER004","PROD002","4","I recently purchased this Wireless Soundbar and I'm really impressed with the sound quality. It's easy to set up and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-15 10:00:00" 
"TRANS205","USER004","PROD008","5","I just got my Envy x360 Laptop and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-01-20 12:00:00" 
"TRANS206","USER004","PROD014","4","I bought this Clip 3 Portable Speaker for outdoor use and it's been a great purchase. The sound quality is great and it's waterproof. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-25 14:00:00" 
"TRANS207","USER004","PROD010","4","I recently purchased this EOS Rebel Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-01 10:00:00" 
"TRANS208","USER004","PROD016","5","I just got my Surface Pro 7 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-02-05 12:00:00" 
"TRANS209","USER004","PROD018","4","I bought this Xperia 1 III Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-10 14:00:00" 
"TRANS210","USER004","PROD020","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-15 10:00:00" 
"TRANS211","USER004","PROD022","5","I just got my AirPods and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-02-20 12:00:00" 
"TRANS212","USER004","PROD024","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-02-25 14:00:00" 
"TRANS213","USER004","PROD026","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-01 10:00:00" 
"TRANS214","USER004","PROD028","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-03-05 12:00:00" 
"TRANS215","USER004","PROD030","4","I bought this Xperia 1 IV Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-10 14:00:00" 
"TRANS216","USER004","PROD032","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-15 10:00:00" 
"TRANS217","USER004","PROD034","5","I just got my AirPods Pro and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-03-20 12:00:00" 
"TRANS218","USER004","PROD036","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-03-25 14:00:00" 
"TRANS219","USER004","PROD038","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-01 10:00:00" 
"TRANS220","USER004","PROD040","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-04-05 12:00:00" 
"TRANS221","USER004","PROD042","4","I bought this Xperia 1 V Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-10 14:00:00" 
"TRANS222","USER004","PROD044","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-15 10:00:00" 
"TRANS223","USER004","PROD046","5","I just got my AirPods and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-04-20 12:00:00" 
"TRANS224","USER004","PROD048","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-04-25 14:00:00" 
"TRANS225","USER004","PROD050","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-01 10:00:00" 
"TRANS226","USER004","PROD052","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-05-05 12:00:00" 
"TRANS227","USER004","PROD054","4","I bought this Xperia 1 VI Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-10 14:00:00" 
"TRANS228","USER004","PROD056","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-15 10:00:00" 
"TRANS229","USER004","PROD058","5","I just got my AirPods Pro and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-05-20 12:00:00" 
"TRANS230","USER004","PROD060","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-05-25 14:00:00" 
"TRANS231","USER004","PROD062","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-06-01 10:00:00" 
"TRANS232","USER004","PROD064","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-06-05 12:00:00" 
"TRANS233","USER004","PROD066","4","I bought this Xperia 1 VII Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-06-10 14:00:00" 
"TRANS234","USER004","PROD068","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-06-15 10:00:00" 
"TRANS235","USER004","PROD070","5","I just got my AirPods and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-06-20 12:00:00" 
"TRANS236","USER004","PROD072","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-06-25 14:00:00" 
"TRANS237","USER004","PROD074","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-07-01 10:00:00" 
"TRANS238","USER004","PROD076","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-07-05 12:00:00" 
"TRANS239","USER004","PROD078","4","I bought this Xperia 1 VIII Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-07-10 14:00:00" 
"TRANS240","USER004","PROD080","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-07-15 10:00:00" 
"TRANS241","USER004","PROD082","5","I just got my AirPods Pro and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-07-20 12:00:00" 
"TRANS242","USER004","PROD084","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-07-25 14:00:00" 
"TRANS243","USER004","PROD086","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-08-01 10:00:00" 
"TRANS244","USER004","PROD088","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-08-05 12:00:00" 
"TRANS245","USER004","PROD090","4","I bought this Xperia 1 IX Phone for personal use and it's been a great purchase. The camera is great and the battery life is long-lasting. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-08-10 14:00:00" 
"TRANS246","USER004","PROD092","4","I recently purchased this NanoCell 4K TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-08-15 10:00:00" 
"TRANS247","USER004","PROD094","5","I just got my AirPods and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-08-20 12:00:00" 
"TRANS248","USER004","PROD096","4","I bought this Envy x360 Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-08-25 14:00:00" 
"TRANS249","USER004","PROD098","4","I recently purchased this EOS M50 Camera and I'm really impressed with the picture quality. The camera is easy to use and the design is sleek. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-09-01 10:00:00" 
"TRANS250","USER004","PROD100","5","I just got my Surface Laptop 3 and I'm loving it! The performance is fast and the battery life is long-lasting. I've been using it for work and personal projects and it's been performing flawlessly. Definitely worth the investment!", "2020-09-05 12:00:00"
"TRANS251","USER005","PROD001","4","I recently purchased this 4K UHD Smart TV and I'm really impressed with the picture quality. The colors are vibrant and the sound is great. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-01 10:00:00" 
"TRANS252","USER005","PROD006","5","I just got my AirPods Pro and I'm loving them! The sound quality is amazing and they're so comfortable to wear. I've been using them for music, podcasts, and phone calls and they've been performing flawlessly. Definitely worth the investment!", "2020-01-05 12:00:00" 
"TRANS253","USER005","PROD012","4","I bought this VivoBook Laptop for work and it's been a great purchase. The battery life is long-lasting and the performance is fast. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-10 14:00:00" 
"TRANS254","USER005","PROD003","4","I recently purchased this Gel Ink Pen and I'm really impressed with the writing quality. The ink flows smoothly and the design is comfortable to hold. I've been using it for a few weeks now and I have no complaints. Highly recommend!", "2020-01-15 10:00:00" 
